# INSTANCE: InstancesTDTSP/NewTWinstances/inst_100_5_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 300
# EXTRACTION TIME: 155.548
* 0.214 46704
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 46704
# NUMBER OF BRANCHES: 1348
# END TIME: 155.763
## Solution: 
100
96 0
101 385
98 827
100 1180
103 1662
41 2169
227 2508
33 3343
248 3903
60 4464
58 4936
231 5158
39 5487
42 5867
44 6151
47 6457
126 6701
121 7011
46 7266
37 7451
122 7763
43 8029
32 8467
149 8845
158 9122
155 9462
189 9805
166 10143
53 10708
81 11075
74 11464
77 11709
130 12130
34 12592
63 12945
225 13621
239 14275
106 14492
2 14858
108 15183
8 15512
9 15727
10 15964
18 16669
177 17027
12 17535
16 17848
15 18403
111 18621
138 19277
222 20221
76 20820
211 21005
78 21271
69 21641
82 21939
221 22306
209 22737
205 22849
241 23153
203 23460
202 23744
235 24238
215 24681
25 25007
237 25218
21 25329
246 25660
245 25933
31 26334
86 26440
27 26887
201 27524
198 28122
196 28520
102 29335
238 29633
92 30067
62 30614
55 30771
135 30877
59 31460
133 32164
134 32684
105 32905
23 33369
164 33970
144 34206
153 34488
146 34783
212 35390
186 35799
178 36179
176 36335
193 36653
180 37075
179 37487
159 39284
94 41176
183 43461
# BEST TD SOLUTION: 46704
