# INSTANCE: InstancesTDTSP/NewTWinstances/inst_100_11_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 300
# EXTRACTION TIME: 200.211
* 0.063 46426
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 46426
# NUMBER OF BRANCHES: 219
# END TIME: 200.274
## Solution: 
100
63 0
53 251
158 516
187 839
155 1219
189 1527
147 1782
32 2028
126 2424
46 2653
231 3057
58 3520
56 3993
60 4458
248 4741
125 5208
228 5878
51 6457
227 6782
41 7030
100 7885
98 8379
104 8721
105 9254
97 9585
88 10118
55 10540
135 10840
92 11172
62 11687
59 12068
123 12583
19 12982
219 13274
23 13444
44 14019
116 14375
120 14691
31 14922
217 15141
28 15417
251 15643
252 15992
118 16471
233 16837
237 17070
215 17393
26 17808
20 18369
196 18734
198 19325
201 19777
203 20466
76 20872
205 21117
202 21262
84 21669
75 22016
81 22224
131 22434
208 22812
72 23320
68 23720
222 23949
240 24296
18 24898
3 25163
239 25412
1 25604
4 25992
2 26322
14 26698
9 26986
10 27402
5 27613
111 28287
0 28708
247 28992
137 29815
179 30871
193 31290
176 31629
178 31716
171 31875
173 32089
195 32423
182 32794
212 33293
153 33837
188 34336
141 34709
165 35010
167 35827
190 36696
102 38419
94 39039
89 39546
91 40121
207 42604
223 44866
# BEST TD SOLUTION: 46426
