# INSTANCE: InstancesTDTSP/NewTWinstances/inst_100_20_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 300
# EXTRACTION TIME: 152.057
* 0.051 44851
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 44851
# NUMBER OF BRANCHES: 287
# END TIME: 152.109
## Solution: 
100
101 0
105 339
134 505
87 827
97 1221
89 1626
91 1944
133 2784
103 3594
199 4341
35 5337
33 6026
228 6306
64 6664
232 7022
62 7685
135 8112
57 8308
123 8880
23 9218
231 9791
49 10019
140 10346
151 10713
163 10963
165 11293
162 11866
153 12207
154 12465
158 12748
149 13015
191 13459
46 13838
229 14133
122 14245
127 14535
47 14900
40 15229
44 15437
52 15758
86 16226
34 16454
63 16724
53 16921
75 17251
79 17432
81 17714
74 17933
213 18201
84 18600
78 18845
206 19129
69 19463
82 19808
128 20086
73 20516
76 20821
209 21140
202 21412
222 21830
10 22454
112 22813
7 23046
12 23430
6 23716
4 23966
107 24328
106 24592
9 25010
250 25151
136 25829
0 26497
247 26793
179 27696
193 28081
176 28262
182 28635
195 28883
212 29321
225 29999
18 30335
224 31204
118 32384
233 32772
25 33029
244 33313
29 33768
200 34124
252 34480
220 34778
251 34967
216 35252
120 35674
167 36327
156 36718
129 38189
93 39576
94 40414
117 41342
249 42333
# BEST TD SOLUTION: 44851
