# EXTRACTION TIME: 0.184
* 0.002 1741
* 0.004 1723
* 0.018 1711
* 0.133 1685
* 0.164 1619
* 0.17 1618
* 0.171 1599
* 0.186 1587
* 0.189 1583
* 0.226 1578
* 0.228 1570
* 0.292 1551
* 0.301 1542
* 0.327 1531
* 0.337 1523
* 21.567 1522
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1522
# NUMBER OF BRANCHES: 430086
# END TIME: 30.19
## Solution: 
30
0 0
2 197
9 255
19 288
14 331
11 370
18 401
30 441
8 475
28 513
25 539
1 587
13 643
17 668
24 734
3 778
16 836
7 879
10 896
21 932
6 945
4 972
22 1020
29 1046
12 1116
26 1159
20 1217
23 1258
5 1310
15 1344
27 1415
# BEST TD SOLUTION: 1522
