# EXTRACTION TIME: 0.063
* 0 1116
* 0.015 1032
* 0.046 1021
* 0.218 1006
* 0.218 1000
* 0.249 999
* 0.249 998
* 2.854 995
* 2.901 992
* 3.057 974
* 3.65 972
* 3.65 967
* 3.681 961
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 961
# NUMBER OF BRANCHES: 237614
# END TIME: 10.983
## Solution: 
20
0 0
7 358
5 413
9 442
16 482
20 496
10 516
1 546
13 564
3 590
12 623
14 650
18 670
2 680
8 699
19 715
17 771
4 789
11 806
6 827
15 870
# BEST TD SOLUTION: 961
