# EXTRACTION TIME: 0.125
* 0.001 1047
* 0.033 1023
* 0.133 1022
* 0.134 1021
* 0.524 1016
* 0.527 1015
* 2.732 1013
* 2.736 1011
* 2.756 1005
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1005
# NUMBER OF BRANCHES: 542852
# END TIME: 30.126
## Solution: 
25
0 0
22 242
5 308
20 392
17 428
1 453
21 483
14 501
8 517
3 536
15 553
16 569
9 591
23 608
7 637
18 664
13 701
11 717
24 733
25 748
19 765
4 797
6 817
12 837
10 867
2 883
# BEST TD SOLUTION: 1005
