# EXTRACTION TIME: 0.256
* 0.003 1433
* 0.014 1356
* 0.019 1353
* 0.189 1305
* 0.205 1304
* 0.309 1295
* 0.365 1289
* 0.387 1288
* 0.424 1287
* 0.477 1286
* 0.572 1285
* 1.162 1279
* 1.201 1277
* 14.34 1275
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1275
# NUMBER OF BRANCHES: 35252726
# END TIME: 3600.26
## Solution: 
30
0 0
13 239
14 277
28 316
5 331
4 385
22 430
23 465
20 552
18 594
11 607
9 638
6 676
12 712
15 729
29 745
3 792
7 838
25 918
30 929
27 939
24 949
2 976
16 1013
26 1030
17 1048
1 1074
21 1094
10 1122
19 1144
8 1161
# BEST TD SOLUTION: 1275
