# EXTRACTION TIME: 0.168
* 0.002 1219
* 0.004 1101
* 0.022 1083
* 0.026 1079
* 0.03 1071
* 0.05 1067
* 0.069 1045
* 0.079 1030
* 0.13 1026
* 0.134 1016
* 0.146 1011
* 0.18 1008
* 0.198 1006
* 0.2 1004
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1004
# NUMBER OF BRANCHES: 355603
# END TIME: 30.174
## Solution: 
30
0 0
25 175
21 259
19 294
16 312
4 333
28 365
29 390
9 417
24 438
7 474
13 503
30 531
22 556
17 577
26 587
3 596
18 615
8 640
14 671
15 696
6 724
12 762
11 776
2 817
20 825
1 851
23 874
10 892
5 903
27 915
# BEST TD SOLUTION: 1004
