# EXTRACTION TIME: 0.108
* 0.001 1129
* 0.004 1124
* 0.006 1084
* 0.013 1072
* 0.065 1070
* 0.167 1062
* 0.172 1056
* 0.182 1055
* 0.184 1043
* 0.206 1042
* 0.237 1041
* 0.257 1037
* 4.078 1036
* 4.143 1030
* 5.429 1028
* 16.264 1027
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1027
# NUMBER OF BRANCHES: 793346
# END TIME: 30.109
## Solution: 
25
0 0
25 359
4 385
8 409
2 441
7 468
19 490
22 512
16 546
1 569
18 589
11 625
10 643
14 661
5 692
24 712
3 733
13 753
9 769
23 786
21 803
12 820
6 841
15 859
17 878
20 919
# BEST TD SOLUTION: 1027
