# EXTRACTION TIME: 0.248
* 0.004 1333
* 0.009 1331
* 0.025 1291
* 0.209 1290
* 0.22 1285
* 0.247 1283
* 0.329 1282
* 4.445 1275
* 4.453 1274
* 6.028 1273
* 6.213 1272
* 9.444 1271
* 10.592 1256
* 10.601 1254
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1254
# NUMBER OF BRANCHES: 603456
# END TIME: 30.252
## Solution: 
30
0 0
12 382
9 458
25 493
14 551
22 576
21 596
30 625
18 647
15 670
3 686
26 703
17 727
7 758
8 782
16 800
27 830
4 854
1 872
20 890
11 934
10 965
5 984
28 1008
29 1037
6 1055
19 1080
24 1102
13 1115
23 1143
2 1158
# BEST TD SOLUTION: 1254
