# EXTRACTION TIME: 0.325
* 0.004 846
* 0.007 837
* 0.01 831
* 0.016 828
* 0.027 826
* 0.052 823
* 0.219 822
* 0.801 821
* 0.824 820
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 820
# NUMBER OF BRANCHES: 676205
# END TIME: 30.332
## Solution: 
35
0 0
7 28
20 61
14 96
2 139
33 186
29 228
6 245
24 285
4 314
16 343
23 362
12 385
17 403
34 423
10 446
21 465
27 490
8 512
30 530
11 559
28 582
3 590
19 613
35 621
26 640
15 651
31 662
13 679
32 719
9 731
22 744
1 760
25 780
18 795
5 808
# BEST TD SOLUTION: 820
