# EXTRACTION TIME: 0.177
* 0.002 1251
* 0.006 1250
* 0.017 1191
* 0.03 1189
* 0.148 1187
* 0.15 1185
* 0.201 1184
* 0.263 1178
* 0.835 1165
* 5.033 1164
* 5.057 1162
* 6.838 1161
* 6.909 1155
* 6.924 1154
* 6.929 1143
* 25.339 1141
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1141
# NUMBER OF BRANCHES: 431571
# END TIME: 30.18
## Solution: 
30
0 0
18 317
20 331
27 368
13 402
23 434
16 468
4 498
3 535
14 566
7 589
9 608
26 630
22 648
5 663
17 679
28 702
15 727
30 743
11 763
6 782
10 802
1 819
19 846
29 885
21 905
24 926
8 972
2 1000
12 1019
25 1036
# BEST TD SOLUTION: 1141
