# EXTRACTION TIME: 0.261
* 0.003 959
* 0.007 939
* 0.022 938
* 0.034 937
* 0.069 935
* 0.213 928
* 0.221 927
* 0.231 913
* 0.236 894
* 0.265 884
* 0.321 878
* 0.395 876
* 0.457 868
* 0.484 867
* 0.964 866
* 1.05 865
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 865
# NUMBER OF BRANCHES: 900099
# END TIME: 30.266
## Solution: 
35
0 0
1 22
12 48
5 74
7 98
24 126
20 151
30 170
15 189
26 220
3 233
13 256
28 277
32 300
29 328
9 354
25 378
8 404
4 429
11 456
21 477
14 497
2 515
35 539
10 561
23 577
33 592
6 614
17 654
19 672
27 690
34 727
22 765
31 793
16 821
18 831
# BEST TD SOLUTION: 865
