# EXTRACTION TIME: 0.207
* 0.003 1871
* 0.005 1853
* 0.019 1842
* 0.18 1839
* 0.186 1828
* 0.233 1816
* 0.275 1801
* 0.281 1792
* 0.287 1741
* 0.316 1734
* 0.324 1728
* 0.337 1700
* 0.377 1699
* 0.396 1671
* 0.399 1670
* 5.126 1661
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1661
# NUMBER OF BRANCHES: 640624
# END TIME: 30.214
## Solution: 
30
0 0
2 250
14 311
19 366
9 408
11 470
18 510
30 561
27 589
15 636
5 756
8 802
28 833
25 855
1 895
13 941
17 962
24 1016
3 1061
23 1104
20 1151
26 1217
12 1266
16 1317
7 1366
10 1383
21 1424
22 1472
29 1502
6 1553
4 1572
# BEST TD SOLUTION: 1661
