# EXTRACTION TIME: 0.219
* 0.002 1258
* 0.004 1209
* 0.009 1205
* 0.025 1186
* 0.042 1177
* 0.222 1169
* 9.692 1164
* 20.516 1162
* 21.127 1161
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1161
# NUMBER OF BRANCHES: 407411
# END TIME: 30.223
## Solution: 
30
0 0
8 369
6 404
2 434
10 463
18 492
21 524
24 558
12 591
4 610
19 637
16 665
9 689
7 710
26 736
28 763
22 786
5 832
20 850
23 857
1 871
15 906
27 922
13 969
17 998
29 1016
11 1035
14 1057
3 1073
30 1085
25 1098
# BEST TD SOLUTION: 1161
