# EXTRACTION TIME: 0.457
* 0.003 1723
* 0.018 1710
* 0.024 1707
* 0.096 1701
* 0.109 1697
* 0.121 1691
* 0.209 1687
* 0.228 1671
* 0.276 1667
* 0.391 1652
* 0.409 1644
* 0.573 1643
* 0.582 1623
* 0.731 1622
* 0.877 1611
* 1.994 1610
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1610
# NUMBER OF BRANCHES: 322428
# END TIME: 30.473
## Solution: 
40
0 0
34 203
22 282
11 326
39 345
40 368
13 403
23 425
15 449
3 475
37 516
18 545
26 567
33 589
30 623
38 676
21 688
7 730
5 770
29 799
17 861
24 879
9 952
8 979
35 995
6 1012
31 1052
20 1094
36 1163
12 1189
4 1208
25 1244
27 1282
14 1334
2 1371
10 1398
1 1436
32 1447
19 1493
16 1509
28 1536
# BEST TD SOLUTION: 1610
