# INSTANCE: InstancesTDTSP/inst_20_15_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 14644 -1
* 0.01 14391 -1
* 0.02 14133 -1
* 0.06 14086 -1
* 0.08 14036 -1
* 0.11 13522 -1
* 0.12 13101 -1
* 0.12 12749 -1
* 0.13 12707 -1
* 1.02 12659 -1
* 2.98 12502 -1
* 2.98 12487 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY PROVED
# BEST TSP SOLUTION: 12487
# NUMBER OF BRANCHES: 288126
# END TIME: 5.61
## No TDTSP solution found.
