# EXTRACTION TIME: 0.354
* 0.004 890
* 0.006 882
* 0.027 877
* 0.031 876
* 0.079 874
* 0.144 871
* 0.212 860
* 0.445 859
* 0.501 856
* 0.536 855
* 0.548 851
* 4.116 848
* 4.161 840
* 10.203 839
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 839
# NUMBER OF BRANCHES: 655173
# END TIME: 30.358
## Solution: 
35
0 0
5 33
8 66
33 107
10 142
24 170
32 196
20 209
22 242
25 269
14 314
30 344
12 365
16 378
7 388
6 408
35 430
3 454
15 476
18 494
19 512
9 533
34 552
11 581
23 599
2 617
28 653
17 669
27 692
26 714
4 737
21 759
29 771
31 783
13 801
1 819
# BEST TD SOLUTION: 839
