# EXTRACTION TIME: 0.401
* 0.003 1313
* 0.008 1304
* 0.017 1297
* 0.026 1286
* 0.13 1285
* 0.164 1277
* 0.169 1276
* 1.094 1273
* 1.115 1271
* 1.2 1269
* 1.383 1260
* 1.505 1214
* 1.51 1211
* 1.675 1209
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 1209
# NUMBER OF BRANCHES: 260506
# END TIME: 30.411
## Solution: 
40
0 0
37 282
23 304
9 330
35 356
14 377
1 400
16 422
5 449
6 486
27 510
4 534
15 561
19 584
39 605
38 627
18 642
12 658
21 674
22 690
7 710
34 736
11 758
32 782
2 804
17 821
13 838
26 860
30 877
10 903
3 924
24 940
20 970
36 1002
33 1021
40 1042
28 1059
8 1074
31 1094
25 1112
29 1144
# BEST TD SOLUTION: 1209
